--Move Updates--
Made Swords Dance have 20 PP
Made Vine Whip have 45 power and 25 PP
Made Pin Missile have 25 power and 95% accuracy
Made Flamethrower have 90 power
Made Hydro Pump have 110 power
Made Surf have 90 power
Made Ice Beam have 90 power
Made Blizzard have 110 power
Made Growth have 20 PP
Made Thunderbolt have 90 power
Made Thunder have 110 power
Made Minimize have 10 PP
Made Barrier have 20 PP
Made Lick have 30 power
Made Smog have 30 power
Made Fire Blast have 110 power
Made Skull Bash have 130 power and 10 PP
Made Glare have 100% accuracy
Made Poison Gas have 90% accuracy
Made Bubble have 40 power
Made Psywave have 100% accuracy
Made Acid Armor have 20 PP
Made Crabhammer have 100 power
Made Thief have 60 power and 25 PP
Made Snore have 50 power
Made Fury Cutter have 40 power
Made Future Sight have 120 power
Made Heat Wave have 95 power
Made Will-O-Wisp have 85% accuracy
Made SmellingSalt have 70 power
Made Knock Off have 65 power
Made Meteor Mash have 90 power and 90% accuracy
Made Air Cutter have 60 power
Made Overheat have 130 power
Made Rock Tomb have 60 power, 15 PP and 95% accuracy
Made Extrasensory have 20 PP
Made Muddy Water have 90 power
Made Covet have 25 PP
Made Wake-Up Slap have 70 power
Made Tailwind have 15 PP
Made Assurance have 60 power
Made Psycho Shift have 100% accuracy
Made Aura Sphere have 80 power
Made Air Slash have 15 PP
Made Dragon Pulse have 85 power
Made Power Gem have 80 power
Made Energy Ball have 90 power
Made Draco Meteor have 130 power
Made Leaf Storm have 130 power
Made Gunk Shot have 80% accuracy
Made Chatter have 65 power
Made Magma Storm have 100 power
Made Storm Throw have 60 power
Made Synchronoise have 120 power
Made Low Sweep have 65 power
Made Hex have 65 power
Made Incinerate have 60 power
Made Water Pledge have 80 power
Made Fire Pledge have 80 power
Made Grass Pledge have 80 power
Made Struggle Bug have 50 power
Made Frost Breath have 45 power
Made Sacred Sword have 15 PP
Made Hurricane have 110 power
Made Techno Blast have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
176|Togetic   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|Air Lock    |--          |Drought     |PP Up (common), Sun Stone (rare), Nest Ball (dark grass only)
177|Natu      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|Klutz       |Solar Power |Shadow Tag  |
178|Xatu      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|Klutz       |Solar Power |Shadow Tag  |Power Bracer (common), Lum Berry (dark grass only)
179|Mareep    |ELECTRIC         |  55|  40|  40|  35|  65|  45|Insomnia    |Own Tempo   |Ice Body    |Pecha Berry (common), Focus Band (dark grass only)
180|Flaaffy   |ELECTRIC         |  70|  55|  55|  45|  80|  60|Insomnia    |Own Tempo   |Ice Body    |
181|Ampharos  |ELECTRIC         |  90|  75|  85|  55| 115|  90|Insomnia    |Own Tempo   |Ice Body    |Oval Stone (rare), Rose Incense (dark grass only)
182|Bellossom |GRASS            |  75|  80|  95|  50|  90| 100|Liquid Ooze |--          |Unaware     |PP Max (dark grass only)
183|Marill    |WATER            |  70|  20|  50|  40|  20|  50|Inner Focus |Marvel Scale|Torrent     |Damp Rock (rare)
184|Azumarill |WATER            | 100|  50|  80|  50|  60|  80|Inner Focus |Marvel Scale|Torrent     |Armor Fossil (dark grass only)
185|Sudowoodo |ROCK             |  70| 100| 115|  30|  30|  65|Run Away    |Water Veil  |Ice Body    |Spell Tag (rare)
186|Politoed  |WATER            |  90|  75|  75|  70|  90| 100|Filter      |Anticipation|Color Change|
187|Hoppip    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|Gluttony    |Insomnia    |Thick Fat   |
188|Skiploom  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|Gluttony    |Insomnia    |Thick Fat   |
189|Jumpluff  |GRASS/FLYING     |  75|  55|  70| 110|  55|  95|Gluttony    |Insomnia    |Thick Fat   |
190|Aipom     |NORMAL           |  55|  70|  55|  85|  40|  55|Pickup      |--          |Water Absorb|Ultra Ball (dark grass only)
191|Sunkern   |GRASS            |  30|  30|  30|  30|  30|  30|Forewarn    |Pure Power  |Run Away    |Pearl String (common), Wave Incense (rare), Thunderstone (dark grass only)
192|Sunflora  |GRASS            |  75|  75|  55|  30| 105|  85|Forewarn    |Pure Power  |Run Away    |Dark Gem (common), Life Orb (dark grass only)
193|Yanma     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|Intimidate  |Oblivious   |Illuminate  |Zoom Lens (dark grass only)
194|Wooper    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|Pressure    |--          |Torrent     |Genius Wing (common), Lucky Egg (rare)
195|Quagsire  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|Pressure    |--          |Torrent     |
196|Espeon    |PSYCHIC          |  65|  65|  60| 110| 130|  95|Blaze       |Adaptability|Dry Skin    |Helix Fossil (dark grass only)
197|Umbreon   |DARK             |  95|  65| 110|  65|  60| 130|Hustle      |Color Change|Forecast    |Power Anklet (common), Fresh Water (dark grass only)
198|Murkrow   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|Liquid Ooze |Pickup      |Pure Power  |PP Up (100%)
199|Slowking  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|Huge Power  |Leaf Guard  |Color Change|Cherish Ball (rare), Ring Target (dark grass only)
200|Misdreavus|GHOST            |  60|  60|  60|  85|  85|  85|Poison Point|--          |Normalize   |Max Potion (common)
201|Unown     |PSYCHIC          |  48|  72|  48|  48|  72|  48|Minus       |Steadfast   |Hustle      |Premier Ball (dark grass only)
202|Wobbuffet |PSYCHIC          | 190|  33|  58|  33|  33|  58|Serene Grace|--          |Intimidate  |Dubious Disc (common), Air Balloon (dark grass only)
203|Girafarig |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|Unaware     |--          |Minus       |SilverPowder (dark grass only)
204|Pineco    |BUG              |  50|  65|  90|  15|  35|  35|Color Change|--          |Quick Feet  |White Herb (common), Mystic Water (rare), Premier Ball (dark grass only)
205|Forretress|BUG/STEEL        |  75|  90| 140|  40|  60|  60|Color Change|--          |Quick Feet  |Shock Drive (common), Float Stone (dark grass only)
206|Dunsparce |NORMAL           | 100|  70|  70|  45|  65|  65|Thick Fat   |--          |Damp        |Steel Gem (common), Protein (dark grass only)
207|Gligar    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|Sand Veil   |--          |Simple      |Wise Glasses (dark grass only)
208|Steelix   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|Cute Charm  |Pickup      |Own Tempo   |Relic Gold (dark grass only)
209|Snubbull  |NORMAL           |  60|  80|  50|  30|  40|  40|Klutz       |Gluttony    |Oblivious   |Lava Cookie (dark grass only)
210|Granbull  |NORMAL           |  90| 120|  75|  45|  60|  60|Klutz       |Gluttony    |Oblivious   |Ring Target (dark grass only)
211|Qwilfish  |WATER/POISON     |  65|  95|  75|  85|  55|  55|Dry Skin    |--          |Effect Spore|
212|Scizor    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|Solid Rock  |--          |Hyper Cutter|
213|Shuckle   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|Thick Fat   |Effect Spore|Plus        |Ground Gem (100%)
214|Heracross |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|Stall       |--          |Download    |Earth Plate (rare)
215|Sneasel   |DARK/ICE         |  55|  95|  55| 115|  35|  75|Flame Body  |--          |Reckless    |Leppa Berry (rare), Mental Herb (dark grass only)
216|Teddiursa |NORMAL           |  60|  80|  50|  40|  50|  50|Sturdy      |Pure Power  |Lightningrod|
217|Ursaring  |NORMAL           |  90| 130|  75|  55|  75|  75|Sturdy      |Pure Power  |Lightningrod|Dread Plate (dark grass only)
218|Slugma    |FIRE             |  40|  40|  40|  20|  70|  40|Multitype   |Poison Point|Huge Power  |Shed Shell (rare)
219|Magcargo  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|Multitype   |Poison Point|Huge Power  |Spell Tag (common), Dark Gem (rare), Expert Belt (dark grass only)
220|Swinub    |ICE/GROUND       |  50|  50|  40|  50|  30|  30|Download    |Cloud Nine  |Stench      |White Herb (rare)
221|Piloswine |ICE/GROUND       | 100| 100|  80|  50|  60|  60|Download    |Cloud Nine  |Stench      |Poké Ball (rare), Ring Target (dark grass only)
222|Corsola   |WATER/ROCK       |  55|  55|  85|  35|  65|  85|Super Luck  |--          |Hustle      |DeepSeaTooth (dark grass only)
223|Remoraid  |WATER            |  35|  65|  35|  65|  65|  35|Minus       |--          |Hustle      |PP Up (dark grass only)
224|Octillery |WATER            |  75| 105|  75|  45| 105|  75|Minus       |--          |Hustle      |Parlyz Heal (dark grass only)
225|Delibird  |ICE/FLYING       |  45|  55|  45|  75|  65|  45|Honey Gather|--          |Filter      |Reaper Cloth (common), Pretty Wing (rare), Eviolite (dark grass only)
226|Mantine   |WATER/FLYING     |  65|  40|  70|  70|  80| 140|Stench      |Super Luck  |Flame Body  |Power Anklet (dark grass only)
227|Skarmory  |STEEL/FLYING     |  65|  80| 140|  70|  40|  70|Flower Gift |Pickup      |Thick Fat   |Relic Band (100%)
228|Houndour  |DARK/FIRE        |  45|  60|  30|  65|  80|  50|Hustle      |--          |Rain Dish   |
229|Houndoom  |DARK/FIRE        |  75|  90|  50|  95| 110|  80|Hustle      |--          |Rain Dish   |Power Weight (dark grass only)
230|Kingdra   |WATER/DRAGON     |  75|  95|  95|  85|  95|  95|Anger Point |Tangled Feet|Shield Dust |Relic Statue (100%)
231|Phanpy    |GROUND           |  90|  60|  60|  40|  40|  40|Drizzle     |--          |Flower Gift |
232|Donphan   |GROUND           |  90| 120| 120|  50|  60|  60|Drizzle     |--          |Flower Gift |Health Wing (common), Dusk Ball (rare), PP Max (dark grass only)
233|Porygon2  |NORMAL           |  85|  80|  90|  60| 105|  95|Inner Focus |Steadfast   |Intimidate  |
234|Stantler  |NORMAL           |  73|  95|  62|  85|  85|  65|Storm Drain |--          |Oblivious   |Green Shard (dark grass only)
235|Smeargle  |NORMAL           |  55|  20|  35|  75|  20|  45|Anticipation|Rock Head   |Stench      |
236|Tyrogue   |FIGHTING         |  35|  35|  35|  35|  35|  35|Cloud Nine  |--          |Water Veil  |
237|Hitmontop |FIGHTING         |  50|  95|  95|  70|  35| 110|Steadfast   |--          |Soundproof  |Grip Claw (dark grass only)
238|Smoochum  |ICE/PSYCHIC      |  45|  30|  15|  65|  85|  65|Drought     |--          |No Guard    |Rock Incense (100%)
239|Elekid    |ELECTRIC         |  45|  63|  37|  95|  65|  55|Ice Body    |Synchronize |Levitate    |Focus Band (common), Honey (dark grass only)
240|Magby     |FIRE             |  45|  75|  37|  83|  70|  55|Trace       |--          |Keen Eye    |Stardust (dark grass only)
241|Miltank   |NORMAL           |  95|  80| 105| 100|  40|  70|Synchronize |--          |Hyper Cutter|Fighting Gem (100%)
242|Blissey   |NORMAL           | 255|  10|  10|  55|  75| 135|Water Absorb|--          |Drizzle     |Rocky Helmet (100%)
243|Raikou    |ELECTRIC         |  90|  85|  75| 115| 115| 100|Rain Dish   |Scrappy     |Flame Body  |Super Potion (common), Flying Gem (dark grass only)
244|Entei     |FIRE             | 115| 115|  85| 100|  90|  75|Normalize   |Effect Spore|Liquid Ooze |Plume Fossil (common), Power Lens (rare)
245|Suicune   |WATER            | 100|  75| 115|  85|  90| 115|Guts        |--          |Poison Heal |
246|Larvitar  |ROCK/GROUND      |  50|  64|  50|  41|  45|  50|Drizzle     |--          |Effect Spore|Big Nugget (100%)
247|Pupitar   |ROCK/GROUND      |  70|  84|  70|  51|  65|  70|Drizzle     |--          |Effect Spore|
248|Tyranitar |ROCK/DARK        | 100| 134| 110|  61|  95| 100|Drizzle     |--          |Effect Spore|Plume Fossil (common), Fist Plate (dark grass only)
249|Lugia     |PSYCHIC/FLYING   | 106|  90| 130| 110|  90| 154|Hyper Cutter|--          |Frisk       |
250|Ho-Oh     |FIRE/FLYING      | 106| 130|  90|  90| 110| 154|Marvel Scale|--          |Overgrow    |Stone Plate (common), Casteliacone (rare)
251|Celebi    |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Blaze       |Drought     |Volt Absorb |Meadow Plate (100%)
252|Treecko   |GRASS            |  40|  45|  35|  70|  65|  55|Battle Armor|--          |Anger Point |
253|Grovyle   |GRASS            |  50|  65|  45|  95|  85|  65|Battle Armor|--          |Anger Point |Shock Drive (dark grass only)
254|Sceptile  |GRASS            |  70|  85|  65| 120| 105|  85|Battle Armor|--          |Anger Point |Power Anklet (dark grass only)
255|Torchic   |FIRE             |  45|  60|  40|  45|  70|  50|Download    |Torrent     |Drought     |Lava Cookie (rare), Amulet Coin (dark grass only)
256|Combusken |FIRE/FIGHTING    |  60|  85|  60|  55|  85|  60|Download    |Torrent     |Drought     |Star Piece (rare)
257|Blaziken  |FIRE/FIGHTING    |  80| 120|  70|  80| 110|  70|Download    |Torrent     |Drought     |Fist Plate (common), BlackGlasses (dark grass only)
258|Mudkip    |WATER            |  50|  70|  50|  40|  50|  50|Stall       |--          |Forewarn    |
259|Marshtomp |WATER/GROUND     |  70|  85|  70|  50|  60|  70|Stall       |--          |Forewarn    |Silk Scarf (dark grass only)
260|Swampert  |WATER/GROUND     | 100| 110|  90|  60|  85|  90|Stall       |--          |Forewarn    |Big Root (dark grass only)
261|Poochyena |DARK             |  35|  55|  35|  35|  30|  30|Adaptability|--          |Sticky Hold |Steel Gem (dark grass only)
262|Mightyena |DARK             |  70|  90|  70|  70|  60|  60|Adaptability|--          |Sticky Hold |Rocky Helmet (rare), Reaper Cloth (dark grass only)
263|Zigzagoon |NORMAL           |  38|  30|  41|  60|  30|  41|Stench      |Water Absorb|Quick Feet  |Star Piece (dark grass only)
264|Linoone   |NORMAL           |  78|  70|  61| 100|  50|  61|Stench      |Water Absorb|Quick Feet  |Power Band (common), Razor Claw (rare)
265|Wurmple   |BUG              |  45|  45|  35|  20|  20|  30|Oblivious   |Forecast    |Technician  |
266|Silcoon   |BUG              |  50|  35|  55|  15|  25|  25|Hustle      |--          |Anticipation|Full Incense (dark grass only)
267|Beautifly |BUG/FLYING       |  60|  70|  50|  65| 100|  50|Hustle      |--          |Anticipation|Lemonade (dark grass only)
268|Cascoon   |BUG              |  50|  35|  55|  15|  25|  25|Swarm       |White Smoke |Sniper      |
269|Dustox    |BUG/POISON       |  60|  50|  70|  65|  50|  90|Swarm       |White Smoke |Sniper      |Steel Gem (100%)
270|Lotad     |WATER/GRASS      |  40|  30|  30|  30|  40|  50|Limber      |Forewarn    |Keen Eye    |
271|Lombre    |WATER/GRASS      |  60|  50|  50|  50|  60|  70|Limber      |Forewarn    |Keen Eye    |Soda Pop (dark grass only)
272|Ludicolo  |WATER/GRASS      |  80|  70|  70|  70|  90| 100|Limber      |Forewarn    |Keen Eye    |Resist Wing (common), Heal Powder (rare)
273|Seedot    |GRASS            |  40|  40|  50|  30|  30|  30|Honey Gather|Tangled Feet|Rain Dish   |Life Orb (common), BalmMushroom (dark grass only)
274|Nuzleaf   |GRASS/DARK       |  70|  70|  40|  60|  60|  40|Honey Gather|Tangled Feet|Rain Dish   |Poison Barb (common), Soul Dew (rare)
275|Shiftry   |GRASS/DARK       |  90| 100|  60|  80|  90|  60|Honey Gather|Tangled Feet|Rain Dish   |Luck Incense (common), Douse Drive (rare), Choice Scarf (dark grass only)
276|Taillow   |NORMAL/FLYING    |  40|  55|  30|  85|  30|  30|Adaptability|--          |Magic Guard |
277|Swellow   |NORMAL/FLYING    |  60|  85|  60| 125|  50|  50|Adaptability|--          |Magic Guard |
278|Wingull   |WATER/FLYING     |  40|  30|  30|  85|  55|  30|Early Bird  |Unaware     |Leaf Guard  |
279|Pelipper  |WATER/FLYING     |  60|  50| 100|  65|  85|  70|Early Bird  |Unaware     |Leaf Guard  |
280|Ralts     |PSYCHIC          |  28|  25|  25|  40|  45|  35|Chlorophyll |No Guard    |Hyper Cutter|Genius Wing (common), Pass Orb (rare)
281|Kirlia    |PSYCHIC          |  38|  35|  35|  50|  65|  55|Chlorophyll |No Guard    |Hyper Cutter|Shoal Shell (dark grass only)
282|Gardevoir |PSYCHIC          |  68|  65|  65|  80| 125| 115|Adaptability|Quick Feet  |Rough Skin  |
283|Surskit   |BUG/WATER        |  40|  30|  32|  65|  50|  52|Rock Head   |--          |Skill Link  |Sitrus Berry (common)
284|Masquerain|BUG/FLYING       |  70|  60|  62|  60|  80|  82|Rock Head   |--          |Skill Link  |Psychic Gem (rare)
285|Shroomish |GRASS            |  60|  40|  60|  35|  40|  60|Sand Veil   |--          |Forewarn    |
286|Breloom   |GRASS/FIGHTING   |  60| 130|  80|  70|  60|  60|Sand Veil   |--          |Forewarn    |Zap Plate (common), Protein (rare), Flame Orb (dark grass only)
287|Slakoth   |NORMAL           |  60|  60|  60|  30|  35|  35|Poison Point|Bad Dreams  |Damp        |
288|Vigoroth  |NORMAL           |  80|  80|  80|  90|  55|  55|Poison Point|Bad Dreams  |Damp        |Max Repel (common)
289|Slaking   |NORMAL           | 150| 160| 100| 100|  95|  65|Poison Point|Bad Dreams  |Damp        |
290|Nincada   |BUG/GROUND       |  31|  45|  90|  40|  30|  30|Immunity    |--          |Tangled Feet|
291|Ninjask   |BUG/FLYING       |  61|  90|  45| 160|  50|  50|Illuminate  |Static      |Heatproof   |Cheri Berry (dark grass only)
292|Shedinja  |BUG/GHOST        |   1|  90|  45|  40|  30|  30|Wonder Guard|--          |Wonder Guard|Shoal Salt (dark grass only)
293|Whismur   |NORMAL           |  64|  51|  23|  28|  51|  23|Volt Absorb |--          |Stench      |Stardust (rare)
294|Loudred   |NORMAL           |  84|  71|  43|  48|  71|  43|Volt Absorb |--          |Stench      |
295|Exploud   |NORMAL           | 104|  91|  63|  68|  91|  73|Volt Absorb |--          |Stench      |
296|Makuhita  |FIGHTING         |  72|  60|  30|  25|  20|  30|Marvel Scale|--          |Anger Point |Lax Incense (common), Honey (rare), Revival Herb (dark grass only)
297|Hariyama  |FIGHTING         | 144| 120|  60|  50|  40|  60|Marvel Scale|--          |Anger Point |BalmMushroom (rare)
298|Azurill   |NORMAL           |  50|  20|  40|  20|  20|  40|Inner Focus |Marvel Scale|Torrent     |Power Herb (rare), Safari Ball (dark grass only)
299|Nosepass  |ROCK             |  30|  45| 135|  30|  45|  90|Snow Warning|--          |Cute Charm  |Damp Rock (100%)
300|Skitty    |NORMAL           |  50|  45|  45|  50|  35|  35|Marvel Scale|--          |Plus        |Lemonade (common), Nugget (dark grass only)
301|Delcatty  |NORMAL           |  70|  65|  65|  70|  55|  55|Marvel Scale|--          |Plus        |
302|Sableye   |DARK/GHOST       |  50|  75|  75|  50|  65|  65|Snow Cloak  |--          |Clear Body  |Ultra Ball (common)
303|Mawile    |STEEL            |  50|  85|  85|  50|  55|  55|Flame Body  |Motor Drive |Rivalry     |Pearl (rare), Super Repel (dark grass only)
304|Aron      |STEEL/ROCK       |  50|  70| 100|  30|  40|  40|Multitype   |Tinted Lens |Drought     |Timer Ball (dark grass only)
305|Lairon    |STEEL/ROCK       |  60|  90| 140|  40|  50|  50|Multitype   |Tinted Lens |Drought     |Awakening (common), Swift Wing (rare)
306|Aggron    |STEEL/ROCK       |  70| 110| 180|  50|  60|  60|Multitype   |Tinted Lens |Drought     |Relic Crown (rare)
307|Meditite  |FIGHTING/PSYCHIC |  30|  40|  55|  60|  40|  55|Shadow Tag  |Tangled Feet|Snow Cloak  |
308|Medicham  |FIGHTING/PSYCHIC |  60|  60|  75|  80|  60|  75|Shadow Tag  |Tangled Feet|Snow Cloak  |Dawn Stone (dark grass only)
309|Electrike |ELECTRIC         |  40|  45|  40|  65|  65|  40|Rock Head   |Flower Gift |Soundproof  |Relic Statue (common)
310|Manectric |ELECTRIC         |  70|  75|  60| 105| 105|  60|Rock Head   |Flower Gift |Soundproof  |Power Lens (common), Max Elixir (dark grass only)
311|Plusle    |ELECTRIC         |  60|  50|  40|  95|  85|  75|Intimidate  |Inner Focus |Synchronize |Skull Fossil (rare)
312|Minun     |ELECTRIC         |  60|  40|  50|  95|  75|  85|Overgrow    |Arena Trap  |Storm Drain |Grass Gem (dark grass only)
313|Volbeat   |BUG              |  65|  73|  55|  85|  47|  75|Drought     |Water Absorb|Arena Trap  |
314|Illumise  |BUG              |  65|  47|  55|  85|  73|  75|Damp        |Stench      |Filter      |Big Nugget (rare)
315|Roselia   |GRASS/POISON     |  50|  60|  45|  65| 100|  80|Swarm       |Technician  |Honey Gather|
316|Gulpin    |POISON           |  70|  43|  53|  40|  43|  53|Shell Armor |Sand Stream |Hydration   |Luxury Ball (dark grass only)
317|Swalot    |POISON           | 100|  73|  83|  55|  73|  83|Shell Armor |Sand Stream |Hydration   |King's Rock (common), Icicle Plate (rare), Shock Drive (dark grass only)
318|Carvanha  |WATER/DARK       |  45|  90|  20|  65|  65|  20|Huge Power  |Color Change|Download    |
319|Sharpedo  |WATER/DARK       |  70| 120|  40|  95|  95|  40|Huge Power  |Color Change|Download    |Focus Sash (dark grass only)
320|Wailmer   |WATER            | 130|  70|  35|  60|  70|  35|Flower Gift |Limber      |Hydration   |Master Ball (rare), Lax Incense (dark grass only)
321|Wailord   |WATER            | 170|  90|  45|  60|  90|  45|Flower Gift |Limber      |Hydration   |Dread Plate (dark grass only)
322|Numel     |FIRE/GROUND      |  60|  60|  40|  35|  65|  45|Inner Focus |--          |Intimidate  |Sacred Ash (100%)
323|Camerupt  |FIRE/GROUND      |  70| 100|  70|  40| 105|  75|Inner Focus |--          |Intimidate  |Safari Ball (100%)
324|Torkoal   |FIRE             |  70|  85| 140|  20|  85|  70|Color Change|Marvel Scale|Super Luck  |DeepSeaTooth (rare)
325|Spoink    |PSYCHIC          |  60|  25|  35|  60|  70|  80|Super Luck  |Download    |Magnet Pull |Carbos (dark grass only)
326|Grumpig   |PSYCHIC          |  80|  45|  65|  80|  90| 110|Super Luck  |Download    |Magnet Pull |Premier Ball (rare)
327|Spinda    |NORMAL           |  60|  60|  60|  60|  60|  60|Rivalry     |--          |Cute Charm  |
328|Trapinch  |GROUND           |  45| 100|  45|  10|  45|  45|Water Veil  |Lightningrod|Klutz       |Pretty Wing (common), Yellow Flute (rare)
329|Vibrava   |GROUND/DRAGON    |  50|  70|  50|  70|  50|  50|Water Veil  |Lightningrod|Klutz       |
330|Flygon    |GROUND/DRAGON    |  80| 100|  80| 100|  80|  80|Water Veil  |Lightningrod|Klutz       |Damp Rock (rare)
331|Cacnea    |GRASS            |  50|  85|  40|  35|  85|  40|Air Lock    |--          |Reckless    |Protein (dark grass only)
332|Cacturne  |GRASS/DARK       |  70| 115|  60|  55| 115|  60|Air Lock    |--          |Reckless    |Choice Scarf (rare), Relic Copper (dark grass only)
333|Swablu    |NORMAL/FLYING    |  45|  40|  60|  50|  40|  75|Solar Power |Unaware     |Lightningrod|Dragon Fang (rare)
334|Altaria   |DRAGON/FLYING    |  75|  70|  90|  80|  70| 105|Solar Power |Unaware     |Lightningrod|Iron Plate (dark grass only)
335|Zangoose  |NORMAL           |  73| 115|  60|  90|  60|  60|Levitate    |--          |Cloud Nine  |
336|Seviper   |POISON           |  73| 100|  60|  65| 100|  60|Natural Cure|Snow Cloak  |Damp        |Potion (rare), PP Up (dark grass only)
337|Lunatone  |ROCK/PSYCHIC     |  70|  55|  65|  70|  95|  85|Run Away    |Unaware     |Plus        |Ring Target (rare), Dream Ball (dark grass only)
338|Solrock   |ROCK/PSYCHIC     |  70|  95|  85|  70|  55|  65|Static      |--          |Insomnia    |Icicle Plate (common), Quick Powder (rare)
339|Barboach  |WATER/GROUND     |  50|  48|  43|  60|  46|  41|Suction Cups|--          |Drizzle     |Max Potion (common), Old Amber (dark grass only)
340|Whiscash  |WATER/GROUND     | 110|  78|  73|  60|  76|  71|Suction Cups|--          |Drizzle     |Big Root (rare), Charcoal (dark grass only)
341|Corphish  |WATER            |  43|  80|  65|  35|  50|  35|Rough Skin  |Motor Drive |Stench      |
342|Crawdaunt |WATER/DARK       |  63| 120|  85|  55|  90|  55|Rough Skin  |Motor Drive |Stench      |Focus Band (rare)
343|Baltoy    |GROUND/PSYCHIC   |  40|  40|  55|  55|  40|  70|Anticipation|Multitype   |Shell Armor |Light Clay (common)
344|Claydol   |GROUND/PSYCHIC   |  60|  70| 105|  75|  70| 120|Anticipation|Multitype   |Shell Armor |Prism Scale (dark grass only)
345|Lileep    |ROCK/GRASS       |  66|  41|  77|  23|  61|  87|Shadow Tag  |Scrappy     |Gluttony    |Casteliacone (rare)
346|Cradily   |ROCK/GRASS       |  86|  81|  97|  43|  81| 107|Shadow Tag  |Scrappy     |Gluttony    |Escape Rope (dark grass only)
347|Anorith   |ROCK/BUG         |  45|  95|  50|  75|  40|  50|Overgrow    |Plus        |Sniper      |
348|Armaldo   |ROCK/BUG         |  75| 125| 100|  45|  70|  80|Overgrow    |Plus        |Sniper      |
349|Feebas    |WATER            |  20|  15|  20|  80|  10|  55|Immunity    |--          |Pure Power  |Poison Barb (common), Electric Gem (rare), Old Gateau (dark grass only)
